estimator,Mean mse,npm
LMS_2048_0.001,nan,nan
NLMS_2048_0.1,0.2642700277654067,57.88194375807785
PNLMS_2048_0.1,0.18659871214006446,54.12253431210479
IPNLMS_2048_0.1,0.20298643594437735,53.97623313452109
covariance_whitening,0.3144174252786075,29.592098861886086
