estimator,Mean mse,npm
LMS_2048_0.001,nan,nan
NLMS_2048_0.1,0.2029725005775958,62.24774881060202
PNLMS_2048_0.1,0.1389654147539472,58.73678909899233
IPNLMS_2048_0.1,0.1297789600279916,58.69219030877184
covariance_whitening,0.18778937356811895,17.2931144750356
