estimator,Mean mse,npm
LMS_2048_0.001,nan,nan
NLMS_2048_0.1,0.05546244503634157,58.80520685713496
PNLMS_2048_0.1,0.08192289107224966,58.90813305830753
IPNLMS_2048_0.1,0.087614084454262,58.833034809134695
covariance_whitening,0.09905111036118003,18.143276323860704
