estimator,Mean mse,npm
LMS_2048_0.001,3.441969606384822e+201,64.0835734211159
NLMS_2048_0.1,0.14298956460807932,58.553631131002135
PNLMS_2048_0.1,0.13826945753350567,58.71784209017704
IPNLMS_2048_0.1,0.13974103044902836,58.63959066709913
covariance_whitening,0.20840655232067545,17.353499694223945
