estimator,Mean mse,npm
LMS_2048_0.001,8.61291826471778e+246,64.03444171454524
NLMS_2048_0.1,0.20967709540732296,53.898469853247036
PNLMS_2048_0.1,0.19536136775231744,54.02139985978423
IPNLMS_2048_0.1,0.19701043187282122,53.891457169685886
covariance_whitening,0.536894924321864,31.967003537662638
