estimator,Mean mse,npm
LMS_2048_0.001,nan,nan
NLMS_2048_0.1,0.24215272960634487,55.32012774082658
PNLMS_2048_0.1,0.12630211211749173,50.06126710883006
IPNLMS_2048_0.1,0.11058985697951533,49.9599062900797
covariance_whitening,0.12959844168056547,22.886431522968646
