estimator,Mean mse,npm
LMS_2048_0.001,nan,nan
NLMS_2048_0.1,0.11827939191421426,62.07043960736431
PNLMS_2048_0.1,0.12910909914896598,58.914041877166646
IPNLMS_2048_0.1,0.1165600214086771,58.85259170594292
covariance_whitening,0.07727781394069572,19.261425345356674
